id,word,pinyin,meaning,level,created_at
46249bae-78a1-4021-a34a-a76baa678259,短,duǎn,짧다,3,2025-06-05 02:09:07.413227+00
47da396c-e864-4242-b09b-67b77b9bd6e3,最近,zuìjìn,최근,3,2025-06-05 02:09:07.413227+00
4a2034c6-d27f-4915-a3e8-bb94dde10afb,阿姨,āyí,"이모, 아주머니",3,2025-06-05 02:09:07.413227+00
4b7b1840-554c-4c44-aa5a-dc3bf25d3179,上网,shàngwǎng,인터넷을 하다,3,2025-06-05 02:09:07.413227+00
4b88badd-363b-44a9-a9e0-2134a17d541f,面包,miànbāo,빵,3,2025-06-05 02:09:07.413227+00
4ca8c29e-eba3-40af-a162-31dec5a173a0,注意,zhùyì,주의하다,3,2025-06-05 02:09:07.413227+00
4e3cb6fe-03a6-482e-863d-5cf7f2b7e643,起飞,qǐfēi,이륙하다,3,2025-06-05 02:09:07.413227+00
4e9091c7-a1d8-473f-85f7-67759c32f1d8,条,tiáo,(길고 가는 것을 세는 양사),3,2025-06-05 02:09:07.413227+00
4f8a7c3d-905c-418b-b815-b6f36eecfdf4,环境,huánjìng,환경,3,2025-06-05 02:09:07.413227+00
4f96a887-e1b5-46f6-9ef7-050f7b737e41,干净,gānjìng,깨끗하다,3,2025-06-05 02:09:07.413227+00
500909d4-bfc6-454b-badf-44fed31c0e29,瘦,shòu,"마르다, 여위다",3,2025-06-05 02:09:07.413227+00
51607164-2b33-479e-aed1-1352651402ad,成绩,chéngjì,성적,3,2025-06-05 02:09:07.413227+00
524ce096-8d76-4882-90c6-baf2b677519d,一样,yíyàng,같다,3,2025-06-05 02:09:07.413227+00
531dba3c-e792-481c-bc86-537e179573f5,洗手间,xǐshǒujiān,화장실,3,2025-06-05 02:09:07.413227+00
53cbde2f-83cf-40e1-832b-7faaa4000503,还是,háishì,"여전히, 또는",3,2025-06-05 02:09:07.413227+00
540599b5-2b38-4a80-a853-d083a567beed,比赛,bǐsài,"경기, 시합",3,2025-06-05 02:09:07.413227+00
54b8e7a8-ca0a-4ff1-95ad-bbde22f759cd,要求,yāoqiú,요구하다,3,2025-06-05 02:09:07.413227+00
54cc9308-10c8-46b0-951b-2d4f09a226e3,班,bān,"반, 근무조",3,2025-06-05 02:09:07.413227+00
552cc4a1-2292-4376-bb35-f51f180ba0d9,接,jiē,"받다, 마중 나가다",3,2025-06-05 02:09:07.413227+00
55b37afe-d784-4730-84d5-bf2b3bac469a,关于,guānyú,~에 관하여,3,2025-06-05 02:09:07.413227+00
5673ce51-d356-4f22-b741-ffbf12729b73,会议,huìyì,회의,3,2025-06-05 02:09:07.413227+00
568ae443-fefc-449f-a140-a5732ce60cd5,担心,dānxīn,걱정하다,3,2025-06-05 02:09:07.413227+00
56ed06ed-a690-4757-af72-5626f4163a12,分,fēn,"나누다, 점수, 분(시간)",3,2025-06-05 02:09:07.413227+00
56ef1cbc-cf89-45a7-b931-20750077e9cc,灯,dēng,등 (light),3,2025-06-05 02:09:07.413227+00
570b3eea-390c-4cad-b295-c45bd73674cb,故事,gùshi,"이야기, 동화",3,2025-06-05 02:09:07.413227+00
574eacad-4aa5-4a01-a65c-c9c2132a19a9,发烧,fāshāo,열이 나다,3,2025-06-05 02:09:07.413227+00
577efe15-2e13-4af5-95c7-b32808a40002,自己,zìjǐ,자기 자신,3,2025-06-05 02:09:07.413227+00
5927ac2f-4aac-4fd3-a3c5-d561cb4d8bff,笔记本,bǐjìběn,"노트, 노트북 컴퓨터",3,2025-06-05 02:09:07.413227+00
5a416620-c892-4c2d-8bd7-4af271c0e0aa,司机,sījī,운전기사,3,2025-06-05 02:09:07.413227+00
5c6f9f83-4654-4515-bf6a-77426394be4f,季节,jìjié,계절,3,2025-06-05 02:09:07.413227+00
5cc1dff1-b1b9-4528-b0e4-910108c27ba6,饱,bǎo,배부르다,3,2025-06-05 02:09:07.413227+00
5d5a8a93-ebeb-4798-8ad5-5419484d1bef,照片,zhàopiàn,사진,3,2025-06-05 02:09:07.413227+00
5e7d0647-20fa-4a0c-bd03-671b9ee5ec2c,筷子,kuàizi,젓가락,3,2025-06-05 02:09:07.413227+00
5e837646-d3a0-418a-af42-c020998b1fc5,国家,guójiā,"국가, 나라",3,2025-06-05 02:09:07.413227+00
5f3d1d4b-86b6-4ec9-8426-2f5ab665fa13,以为,yǐwéi,~라고 생각하다 (잘못 생각한 경우),3,2025-06-05 02:09:07.413227+00
60a431ef-95db-49f7-b447-5e7760f3602c,多么,duōme,"얼마나, 참으로",3,2025-06-05 02:09:07.413227+00
60d824aa-8b09-4f5b-997b-ed976ce82ded,方便,fāngbiàn,편리하다,3,2025-06-05 02:09:07.413227+00
61aec23a-bc9e-44ed-8676-ac7e2081fc51,蓝,lán,파란색,3,2025-06-05 02:09:07.413227+00
6336d1c8-8a64-4df1-a12f-13343cb091f4,同事,tóngshì,동료,3,2025-06-05 02:09:07.413227+00
63a941e9-14d2-45ef-936b-afb207140e78,个子,gèzi,"키, 체격",3,2025-06-05 02:09:07.413227+00
640ec8fb-9220-41db-943a-30872fa650a2,而且,érqiě,"게다가, 또한",3,2025-06-05 02:09:07.413227+00
645ccd31-455b-49c3-9d63-9bc239281fef,满意,mǎnyì,만족하다,3,2025-06-05 02:09:07.413227+00
64fe06c9-959b-4347-85bd-5f0edc1de394,发,fā,"보내다, 발송하다",3,2025-06-05 02:09:07.413227+00
654a0514-8750-4b20-82b2-4614bcd5cad9,碗,wǎn,그릇,3,2025-06-05 02:09:07.413227+00
66b259af-72cb-4049-a2eb-a0ced2cec713,自然,zìrán,"자연, 자연스럽다",3,2025-06-05 02:09:07.413227+00
69035fe9-6992-41f7-ba14-af51e2847ae1,黄河,Huáng Hé,황허강,3,2025-06-05 02:09:07.413227+00
69179c3b-d5f5-4f37-81f9-db561bbe79f2,叔叔,shūshu,삼촌,3,2025-06-05 02:09:07.413227+00
697c1a22-eb4c-49ee-9e60-0795d3b4cfe4,老,lǎo,"늙다, 오래되다",3,2025-06-05 02:09:07.413227+00
69af0a8f-51c3-4b3c-98e8-7955cf3e11a6,故事,gùshi,이야기,3,2025-06-05 02:09:07.413227+00
6a3af920-e4df-420f-8599-5404ff634f53,简单,jiǎndān,간단하다,3,2025-06-05 02:09:07.413227+00
6b83826e-1922-4b76-b0b2-58a3b489a8b1,需要,xūyào,필요하다,3,2025-06-05 02:09:07.413227+00
6c2560cd-427c-4ff5-b02d-4f9229b34004,比赛,bǐsài,"경기, 시합",3,2025-06-05 02:09:07.413227+00
6c533729-e5b3-46ef-b80c-e753cdc5026c,街道,jiēdào,거리,3,2025-06-05 02:09:07.413227+00
6c8f7f10-4ff4-4923-bd4e-1e8b78466a56,重要,zhòngyào,중요하다,3,2025-06-05 02:09:07.413227+00
6d92b541-8162-4bf2-af47-5a35ce812e51,经过,jīngguò,"지나가다, 경유하다",3,2025-06-05 02:09:07.413227+00
6f533b03-739f-487a-b4fb-b3d9b092793f,教,jiāo,가르치다,3,2025-06-05 02:09:07.413227+00
72de36fc-05a5-42c1-b3a1-c3919e97e6bb,不但,búdàn,~뿐만 아니라,3,2025-06-05 02:09:07.413227+00
74095e5f-68c4-46dc-91cb-82d7f11f09d8,变化,biànhuà,변화,3,2025-06-05 02:09:07.413227+00
740ae8b3-8c42-4d25-9bf7-49fe2c6b7c3e,北方,běifāng,"북방, 북쪽 지방",3,2025-06-05 02:09:07.413227+00
746baa0c-3fa7-451e-b6aa-e72a92d77a61,低,dī,낮다,3,2025-06-05 02:09:07.413227+00
75f2e71b-46ce-4a97-ad3c-34552409f182,奶奶,nǎinai,할머니,3,2025-06-05 02:09:07.413227+00
782c22c4-67d3-4be3-bc1d-6d000dfa352a,周末,zhōumò,주말,3,2025-06-05 02:09:07.413227+00
79ce6dd9-2103-4f68-919e-6b72d32e872d,同意,tóngyì,동의하다,3,2025-06-05 02:09:07.413227+00
79e09f57-3d75-4f0a-ae6f-63c07730c687,角,jiǎo,"뿔, 모서리, 중국 화폐 단위",3,2025-06-05 02:09:07.413227+00
7aea693e-4486-4476-a3e3-89749a2f71e6,邻居,línjū,이웃,3,2025-06-05 02:09:07.413227+00
7c21ebb7-8727-4db5-aa09-5d26a867dfcf,聪明,cōngming,"똑똑하다, 총명하다",3,2025-06-05 02:09:07.413227+00
7d0f4c5f-82be-4346-bafd-8351987f189e,打扫,dǎsǎo,청소하다,3,2025-06-05 02:09:07.413227+00
7eae4267-b5c6-41d4-822a-429097352554,马,mǎ,말 (동물),3,2025-06-05 02:09:07.413227+00
7fd545b8-7aa9-4dc2-9e1d-d8c2472f2afd,放,fàng,"놓다, 놓아두다",3,2025-06-05 02:09:07.413227+00
7fd63ac7-69b7-4965-968e-d89f92452fe4,终于,zhōngyú,드디어,3,2025-06-05 02:09:07.413227+00
8094c2ce-776b-46e6-a199-38828a8a7048,经理,jīnglǐ,"매니저, 사장",3,2025-06-05 02:09:07.413227+00
814bd569-8d46-45e7-b21f-9e107ee8ee93,检查,jiǎnchá,검사하다,3,2025-06-05 02:09:07.413227+00
820fba31-ec69-4442-bffc-70406ff86346,骑,qí,(자전거·말을) 타다,3,2025-06-05 02:09:07.413227+00
82295d4e-2e31-4b5c-9d59-f874d6d42968,电子邮件,diànzǐ yóujiàn,이메일,3,2025-06-05 02:09:07.413227+00
829a47c2-f35c-43db-bc2c-857224262439,草,cǎo,풀,3,2025-06-05 02:09:07.413227+00
833d89e4-7b3f-4eb6-8a5c-af1223b44f76,糖,táng,사탕,3,2025-06-05 02:09:07.413227+00
8589d67d-e155-44d3-afa1-491247711ff2,表演,biǎoyǎn,"공연하다, 연기하다",3,2025-06-05 02:09:07.413227+00
895db3ce-962f-4fc1-93d3-e90f0d00b4f4,突然,tūrán,갑자기,3,2025-06-05 02:09:07.413227+00
8b7ac891-4fa7-4d1c-9496-429dfa60e397,或者,huòzhě,"또는, 혹은",3,2025-06-05 02:09:07.413227+00
8c481d9b-7416-4b65-85ed-058bd2ac51c4,着急,zháojí,"조급해하다, 걱정하다",3,2025-06-05 02:09:07.413227+00
8cedecd6-d581-47aa-96a7-9cdfdfbf457e,迟到,chídào,지각하다,3,2025-06-05 02:09:07.413227+00
8d4863a3-8191-4df9-bcf0-48febc186ed5,冰箱,bīngxiāng,냉장고,3,2025-06-05 02:09:07.413227+00
8ec68abc-f0cd-40df-a67b-429d35902704,甜,tián,달다,3,2025-06-05 02:09:07.413227+00
908646dc-3842-43dd-a198-b2cbb5f4e52d,特别,tèbié,"특별히, 매우",3,2025-06-05 02:09:07.413227+00
908f4f18-b76f-47c3-b41f-ed5268fcf416,难过,nánguò,"괴롭다, 슬프다",3,2025-06-05 02:09:07.413227+00
90f359ad-073b-4493-844e-70fa188e2e14,关系,guānxì,관계,3,2025-06-05 02:09:07.413227+00
91036cfe-2fc3-4749-805f-53fd7122356b,当然,dāngrán,당연하다,3,2025-06-05 02:09:07.413227+00
910b230a-f474-4b26-98fe-daddb30ef092,像,xiàng,~와 같다,3,2025-06-05 02:09:07.413227+00
912cd892-663a-423a-9514-090a509acd91,习惯,xíguàn,"습관, 익숙하다",3,2025-06-05 02:09:07.413227+00
91319308-c82e-490d-b6dc-4025da0d836e,打算,dǎsuàn,계획하다,3,2025-06-05 02:09:07.413227+00
958e2d0e-c245-4435-b638-b0e338e145b0,一会儿,yíhuìr,"잠시, 잠깐",3,2025-06-05 02:09:07.413227+00
9595bfc0-b05e-4abf-8f6c-8909137622ea,短信,duǎnxìn,문자 메시지,3,2025-06-05 02:09:07.413227+00
95ddc98c-8f8f-4d36-82aa-969214d683ec,啊,a,"아, 감탄사",3,2025-06-05 02:09:07.413227+00
994b6425-de48-4d4f-9e98-28a1203313b9,鼻子,bízi,코,3,2025-06-05 02:09:07.413227+00
99e1da4d-9035-4a36-af2a-2c72d0e311c4,校长,xiàozhǎng,"교장, 학장",3,2025-06-05 02:09:07.413227+00
99f0540a-1595-489e-bb70-289fbe2951a5,长,zhǎng,자라다,3,2025-06-05 02:09:07.413227+00
9c1b01d1-ba76-4df9-ab8e-fa31e3bc7b5d,爬山,páshān,등산하다,3,2025-06-05 02:09:07.413227+00
9c203a4f-1d09-49fb-b767-2ce41541d309,过去,guòqù,"과거, 지나가다",3,2025-06-05 02:09:07.413227+00
9c556f88-bedd-4482-af9c-b5ef28f2058b,站,zhàn,"서다, 정거장",3,2025-06-05 02:09:07.413227+00
9da7bb67-c2a1-4787-8371-d211823b2cfa,春,chūn,봄,3,2025-06-05 02:09:07.413227+00
9e4f0201-c305-46de-93c3-e1e47d2333e3,词语,cíyǔ,단어와 어구,3,2025-06-05 02:09:07.413227+00
9ffd7ae4-56b2-414b-9346-e8e0558d4723,位,wèi,분(사람을 세는 존칭),3,2025-06-05 02:09:07.413227+00
a011648f-5e6f-4f5a-b05f-2c95d96fc60b,完成,wánchéng,완성하다,3,2025-06-05 02:09:07.413227+00
a0ab9de9-0b52-43ff-b141-d5ccfcf054fb,明白,míngbai,"이해하다, 분명하다",3,2025-06-05 02:09:07.413227+00
a0fb072e-92b4-43f7-9e95-de52bc5204a5,电子邮件,diànzǐ yóujiàn,이메일,3,2025-06-05 02:09:07.413227+00
a19e06e4-8693-426b-aadc-bf01f3a44df5,客人,kèrén,손님,3,2025-06-05 02:09:07.413227+00
a1c7b5cc-7954-4fa7-8206-ce448ea5f611,关心,guānxīn,관심을 가지다,3,2025-06-05 02:09:07.413227+00
a24b3dc6-e14f-41b9-86f2-dccca832ea44,了解,liǎojiě,"이해하다, 알다",3,2025-06-05 02:09:07.413227+00
a25c280c-a59e-4182-b6a3-d92bf5e097eb,米,mǐ,"쌀, 미터",3,2025-06-05 02:09:07.413227+00
a27a022b-2316-47e3-910f-a1550c042ef8,拿,ná,"들다, 잡다",3,2025-06-05 02:09:07.413227+00
a42579d1-b52e-477d-8391-d98ad62b0cb5,先,xiān,먼저,3,2025-06-05 02:09:07.413227+00
a5d8931a-6616-481e-9ce0-3ae5b038ff45,地铁,dìtiě,지하철,3,2025-06-05 02:09:07.413227+00
a61ec271-a0c9-45f1-ac9b-8bd69720e1f2,图书馆,túshūguǎn,도서관,3,2025-06-05 02:09:07.413227+00
a64a475f-7563-4b48-9a35-e6e459241ffd,饱,bǎo,배부르다,3,2025-06-05 02:09:07.413227+00
a6d58d14-92bc-4840-97e1-7b3c6fd8a732,容易,róngyì,쉽다,3,2025-06-05 02:09:07.413227+00
a7df0c57-6a8b-4f33-9879-626bf00d8a73,借,jiè,"빌리다, 빌려주다",3,2025-06-05 02:09:07.413227+00
a825e5fc-03dd-4796-ba92-9d69e8dc5ca8,为了,wèile,~하기 위해서,3,2025-06-05 02:09:07.413227+00
a8b8604a-dfbc-4649-9dba-0522ce22de9e,附近,fùjìn,"부근, 근처",3,2025-06-05 02:09:07.413227+00
a9b825b3-ef5d-465a-9011-5a0c307bdec3,新鲜,xīnxiān,신선하다,3,2025-06-05 02:09:07.413227+00
aad2f3be-caa0-4579-8ea0-7d6fc4876e5a,超市,chāoshì,슈퍼마켓,3,2025-06-05 02:09:07.413227+00
aaf75d92-bd2a-4559-97d7-088848eb9f6b,盘子,pánzi,접시,3,2025-06-05 02:09:07.413227+00
aba79f2c-0978-4ef1-bac3-ba699093ba4a,洗澡,xǐzǎo,"목욕하다, 샤워하다",3,2025-06-05 02:09:07.413227+00
abc0b5e9-dd6f-4772-8cec-e8be9e1a18d0,辆,liàng,대(차량을 세는 단위),3,2025-06-05 02:09:07.413227+00
aca13dfa-cf42-4bda-b79f-3d95304f0619,饿,è,배고프다,3,2025-06-05 02:09:07.413227+00
ad9cfede-d8cb-4ac2-abcb-564d459e51e0,奇怪,qíguài,이상하다,3,2025-06-05 02:09:07.413227+00
ae744626-1482-4b96-bae0-e824fc382aa3,世界,shìjiè,세계,3,2025-06-05 02:09:07.413227+00
b1e0090e-ee6a-4e03-b0ad-848d9272f5f4,地图,dìtú,지도,3,2025-06-05 02:09:07.413227+00
b24245da-130c-4668-8a66-7d934ac63bc7,空调,kōngtiáo,에어컨,3,2025-06-05 02:09:07.413227+00
b5e5a8f9-ed29-4443-9759-c2abc311b197,然后,ránhòu,"그런 후에, 그리고 나서",3,2025-06-05 02:09:07.413227+00
b89cfb84-326a-4ff4-91a6-2803911419f3,结婚,jiéhūn,결혼하다,3,2025-06-05 02:09:07.413227+00
b8f07fc1-2064-4867-88eb-64cf61eebb8b,降落,jiàngluò,착륙하다,3,2025-06-05 02:09:07.413227+00
ba7587e2-6233-4510-a52e-156474199345,有名,yǒumíng,유명하다,3,2025-06-05 02:09:07.413227+00
bec1f5c0-56c7-40c4-89d4-35f8cf0a98e9,北方,běifāng,북방,3,2025-06-05 02:09:07.413227+00
bf5a9f0b-ad54-4b6c-bd59-149f85f41281,解决,jiějué,해결하다,3,2025-06-05 02:09:07.413227+00
